,feature_politeness_==Please==,feature_politeness_==Please_start==,feature_politeness_==HASHEDGE==,feature_politeness_==Indirect_(btw)==,feature_politeness_==Hedges==,feature_politeness_==Factuality==,feature_politeness_==Deference==,feature_politeness_==Gratitude==,feature_politeness_==Apologizing==,feature_politeness_==1st_person_pl.==,feature_politeness_==1st_person==,feature_politeness_==1st_person_start==,feature_politeness_==2nd_person==,feature_politeness_==2nd_person_start==,feature_politeness_==Indirect_(greeting)==,feature_politeness_==Direct_question==,feature_politeness_==Direct_start==,feature_politeness_==HASPOSITIVE==,feature_politeness_==HASNEGATIVE==,feature_politeness_==SUBJUNCTIVE==,feature_politeness_==INDICATIVE==,msg_id
Game3-austria-italy-97,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,Game3-austria-italy-97
Game3-austria-italy-99,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,Game3-austria-italy-99
Game3-austria-italy-100,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game3-austria-italy-100
Game3-austria-italy-101,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,Game3-austria-italy-101
Game3-austria-italy-102,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,Game3-austria-italy-102
Game3-austria-italy-104,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,Game3-austria-italy-104
Game3-austria-italy-106,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game3-austria-italy-106
Game3-austria-italy-107,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,Game3-austria-italy-107
Game3-austria-italy-109,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,Game3-austria-italy-109
Game3-austria-italy-110,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game3-austria-italy-110
Game3-austria-italy-114,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,Game3-austria-italy-114
Game3-austria-italy-123,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,Game3-austria-italy-123
Game3-austria-italy-127,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,Game3-austria-italy-127
Game3-austria-italy-128,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,Game3-austria-italy-128
Game3-austria-italy-129,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,Game3-austria-italy-129
Game3-austria-italy-130,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game3-austria-italy-130
Game3-austria-italy-133,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,Game3-austria-italy-133
Game3-austria-italy-140,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game3-austria-italy-140
Game3-austria-italy-142,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Game3-austria-italy-142
Game3-austria-italy-144,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,Game3-austria-italy-144
Game3-italy-russia-1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,Game3-italy-russia-1
Game3-italy-russia-3,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,Game3-italy-russia-3
Game3-italy-russia-4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game3-italy-russia-4
Game3-italy-russia-6,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,Game3-italy-russia-6
Game3-italy-russia-8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game3-italy-russia-8
Game3-italy-russia-10,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,Game3-italy-russia-10
Game3-italy-russia-18,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game3-italy-russia-18
Game3-italy-russia-24,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game3-italy-russia-24
Game3-italy-russia-45,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Game3-italy-russia-45
Game3-italy-russia-46,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,Game3-italy-russia-46
Game3-italy-russia-47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Game3-italy-russia-47
Game3-italy-russia-48,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Game3-italy-russia-48
Game3-italy-russia-49,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Game3-italy-russia-49
Game3-england-italy-1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,Game3-england-italy-1
Game3-england-italy-5,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,Game3-england-italy-5
Game3-england-italy-9,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Game3-england-italy-9
Game3-england-italy-16,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game3-england-italy-16
Game3-england-italy-20,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Game3-england-italy-20
Game3-england-italy-23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,Game3-england-italy-23
Game3-england-italy-25,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game3-england-italy-25
Game3-england-italy-26,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game3-england-italy-26
Game3-england-italy-34,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game3-england-italy-34
Game3-england-italy-39,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,Game3-england-italy-39
Game3-england-italy-45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game3-england-italy-45
Game3-england-italy-56,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Game3-england-italy-56
Game3-england-italy-62,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Game3-england-italy-62
Game3-england-italy-65,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Game3-england-italy-65
Game3-england-italy-73,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,Game3-england-italy-73
Game3-england-italy-74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Game3-england-italy-74
Game3-england-italy-75,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Game3-england-italy-75
Game3-england-italy-77,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,Game3-england-italy-77
Game3-england-italy-80,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Game3-england-italy-80
Game3-england-italy-82,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Game3-england-italy-82
Game3-england-italy-86,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,Game3-england-italy-86
Game3-england-italy-89,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,Game3-england-italy-89
Game3-england-italy-90,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,Game3-england-italy-90
Game3-england-italy-91,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game3-england-italy-91
Game3-england-italy-92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Game3-england-italy-92
Game3-england-italy-107,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Game3-england-italy-107
Game3-england-italy-112,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Game3-england-italy-112
Game3-england-italy-113,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,Game3-england-italy-113
Game3-england-italy-119,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,Game3-england-italy-119
Game3-england-italy-120,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Game3-england-italy-120
Game3-england-italy-125,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,Game3-england-italy-125
Game3-england-italy-126,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,Game3-england-italy-126
Game3-england-italy-136,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,Game3-england-italy-136
Game3-england-italy-141,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,Game3-england-italy-141
Game3-england-italy-145,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game3-england-italy-145
Game3-england-italy-147,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game3-england-italy-147
Game3-england-italy-151,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Game3-england-italy-151
Game3-england-italy-158,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,Game3-england-italy-158
Game3-england-italy-159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Game3-england-italy-159
Game3-england-italy-165,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Game3-england-italy-165
Game3-england-italy-167,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,Game3-england-italy-167
Game3-england-italy-169,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,Game3-england-italy-169
Game3-england-italy-185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Game3-england-italy-185
Game3-england-italy-186,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,Game3-england-italy-186
Game3-england-italy-193,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Game3-england-italy-193
Game3-england-italy-195,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,Game3-england-italy-195
Game3-england-italy-196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game3-england-italy-196
Game3-england-italy-198,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game3-england-italy-198
Game3-england-italy-200,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Game3-england-italy-200
Game3-england-italy-201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game3-england-italy-201
Game3-england-italy-204,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,Game3-england-italy-204
Game3-england-italy-205,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Game3-england-italy-205
Game3-england-italy-206,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Game3-england-italy-206
Game3-england-italy-207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Game3-england-italy-207
Game3-turkey-italy-0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,Game3-turkey-italy-0
Game3-turkey-italy-2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,Game3-turkey-italy-2
Game3-turkey-italy-4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game3-turkey-italy-4
Game3-turkey-italy-6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Game3-turkey-italy-6
Game3-turkey-italy-9,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game3-turkey-italy-9
Game3-turkey-italy-10,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,Game3-turkey-italy-10
Game3-turkey-italy-11,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,Game3-turkey-italy-11
Game3-turkey-italy-13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,Game3-turkey-italy-13
Game3-turkey-italy-16,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,Game3-turkey-italy-16
Game3-turkey-italy-17,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game3-turkey-italy-17
Game3-turkey-italy-18,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,Game3-turkey-italy-18
Game3-turkey-italy-19,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game3-turkey-italy-19
Game3-turkey-italy-22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,Game3-turkey-italy-22
Game3-turkey-italy-24,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,Game3-turkey-italy-24
Game3-turkey-italy-26,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,Game3-turkey-italy-26
Game3-turkey-italy-27,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Game3-turkey-italy-27
Game3-turkey-italy-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game3-turkey-italy-28
Game3-turkey-italy-33,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Game3-turkey-italy-33
Game3-turkey-italy-34,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game3-turkey-italy-34
Game3-turkey-italy-39,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,Game3-turkey-italy-39
Game3-turkey-italy-40,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,Game3-turkey-italy-40
Game3-turkey-italy-41,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,Game3-turkey-italy-41
Game3-turkey-italy-43,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,Game3-turkey-italy-43
Game3-turkey-italy-45,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,Game3-turkey-italy-45
Game3-turkey-italy-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game3-turkey-italy-48
Game3-turkey-italy-49,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,Game3-turkey-italy-49
Game3-turkey-italy-51,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game3-turkey-italy-51
Game3-turkey-italy-53,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game3-turkey-italy-53
Game3-turkey-italy-56,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,Game3-turkey-italy-56
Game3-turkey-italy-58,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Game3-turkey-italy-58
Game3-turkey-italy-60,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,Game3-turkey-italy-60
Game3-turkey-italy-65,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,Game3-turkey-italy-65
Game3-turkey-italy-67,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game3-turkey-italy-67
Game3-turkey-italy-77,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,Game3-turkey-italy-77
Game3-turkey-italy-78,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,Game3-turkey-italy-78
Game3-turkey-italy-80,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game3-turkey-italy-80
Game3-turkey-italy-83,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,Game3-turkey-italy-83
Game3-italy-france-3,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,Game3-italy-france-3
Game3-italy-france-4,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Game3-italy-france-4
Game3-italy-france-5,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,Game3-italy-france-5
Game3-italy-france-10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game3-italy-france-10
Game3-italy-france-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game3-italy-france-12
Game3-italy-france-17,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,Game3-italy-france-17
Game3-italy-france-19,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,Game3-italy-france-19
Game3-italy-france-22,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,Game3-italy-france-22
Game3-italy-france-25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Game3-italy-france-25
Game3-italy-france-26,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,Game3-italy-france-26
Game3-italy-france-29,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game3-italy-france-29
Game3-italy-france-30,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,Game3-italy-france-30
Game3-italy-france-34,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Game3-italy-france-34
Game3-italy-france-35,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game3-italy-france-35
Game3-italy-france-37,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Game3-italy-france-37
Game3-italy-france-42,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game3-italy-france-42
Game3-italy-france-43,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,Game3-italy-france-43
Game3-italy-france-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game3-italy-france-45
Game3-italy-france-47,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,Game3-italy-france-47
Game3-italy-france-51,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,Game3-italy-france-51
Game3-italy-france-53,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game3-italy-france-53
Game3-italy-france-54,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,Game3-italy-france-54
Game3-italy-france-55,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Game3-italy-france-55
Game3-italy-france-61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game3-italy-france-61
Game3-austria-germany-1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Game3-austria-germany-1
Game3-austria-germany-4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Game3-austria-germany-4
Game3-austria-germany-18,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Game3-austria-germany-18
Game3-austria-germany-28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game3-austria-germany-28
Game3-austria-germany-29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Game3-austria-germany-29
Game3-austria-germany-43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game3-austria-germany-43
Game3-austria-germany-47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game3-austria-germany-47
Game3-austria-germany-52,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,Game3-austria-germany-52
Game3-austria-germany-56,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Game3-austria-germany-56
Game3-austria-germany-62,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game3-austria-germany-62
Game3-austria-germany-67,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,Game3-austria-germany-67
Game3-austria-germany-70,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,Game3-austria-germany-70
Game3-austria-germany-73,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,Game3-austria-germany-73
Game3-austria-germany-74,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,Game3-austria-germany-74
Game3-austria-germany-79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,Game3-austria-germany-79
Game3-austria-germany-87,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,Game3-austria-germany-87
Game3-austria-germany-88,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Game3-austria-germany-88
Game3-austria-germany-91,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Game3-austria-germany-91
Game3-austria-germany-93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Game3-austria-germany-93
Game3-austria-germany-94,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,Game3-austria-germany-94
Game3-austria-germany-103,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game3-austria-germany-103
Game3-austria-germany-114,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game3-austria-germany-114
Game3-austria-germany-115,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game3-austria-germany-115
Game3-austria-germany-123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Game3-austria-germany-123
Game3-austria-germany-132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Game3-austria-germany-132
Game3-austria-germany-135,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game3-austria-germany-135
Game3-austria-germany-139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Game3-austria-germany-139
Game3-austria-germany-141,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Game3-austria-germany-141
Game3-austria-germany-142,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,Game3-austria-germany-142
Game3-germany-russia-0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,Game3-germany-russia-0
Game3-germany-russia-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Game3-germany-russia-1
Game3-germany-russia-4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game3-germany-russia-4
Game3-germany-russia-6,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game3-germany-russia-6
Game3-england-germany-0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,Game3-england-germany-0
Game3-england-germany-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Game3-england-germany-7
Game3-england-germany-19,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Game3-england-germany-19
Game3-england-germany-20,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,Game3-england-germany-20
Game3-england-germany-27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game3-england-germany-27
Game3-england-germany-29,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Game3-england-germany-29
Game3-england-germany-35,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Game3-england-germany-35
Game3-england-germany-45,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,Game3-england-germany-45
Game3-england-germany-48,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Game3-england-germany-48
Game3-england-germany-51,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Game3-england-germany-51
Game3-england-germany-54,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game3-england-germany-54
Game3-england-germany-60,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,Game3-england-germany-60
Game3-england-germany-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Game3-england-germany-73
Game3-england-germany-76,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,Game3-england-germany-76
Game3-england-germany-77,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game3-england-germany-77
Game3-england-germany-78,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Game3-england-germany-78
Game3-england-germany-84,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,Game3-england-germany-84
Game3-england-germany-88,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game3-england-germany-88
Game3-england-germany-101,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Game3-england-germany-101
Game3-england-germany-103,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Game3-england-germany-103
Game3-england-germany-107,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,Game3-england-germany-107
Game3-england-germany-114,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game3-england-germany-114
Game3-england-germany-122,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,Game3-england-germany-122
Game3-england-germany-126,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,Game3-england-germany-126
Game3-england-germany-127,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Game3-england-germany-127
Game3-england-germany-129,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Game3-england-germany-129
Game3-england-germany-132,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game3-england-germany-132
